cik,sic,company,loc
0001297610,6189,"USAA AUTO OWNER TRUST 2004-2",TX
0001297892,6189,"Origen Residential Securities, Inc.",MI
0001297900,6189,"EQUITY ONE ABS INC MORTGAGE PASS-THROUGH CERTIFICATES SERIES 2004-3",DE
0001297915,6189,"PPLUS Trust Series JPM-1",NY
0001298039,6189,"Wells Fargo Mortgage Backed Securities Series 2004-O Trust",MD
0001298072,6189,"BellaVista Funding CORP",CA
0001298073,6189,"BellaVista Finance CORP",CA
0001298122,6189,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR9",IL
0001298123,6189,"GMAC Commercial Mortgage Securities Inc. Series 2004-C2",PA
0001298131,6189,"HFC REVOLVING CORP HOUSEHOLD HOME EQUITY LOAN TRUST 2004-1",IL
0001298150,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES 2004-HE1",NY
0001298239,6189,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR10",IL
0001298272,6189,"Ford Credit Floorplan Master Owner Trust A Series 2004-1",MI
0001298462,6189,"CHARLIE MAC TRUST 2004-1, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-1",NY
0001298483,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-G",NC
0001298484,6189,"GMACM Mortgage Pass-Through Certificates Series 2004-AR2",MN
0001298535,6189,"First Franklin Mortgage Loan Trust 2004-FF6",NY
0001298553,6189,"Franklin Auto Trust 2004-1",UT
0001298614,6189,"Household Automotive Trust 2004-1",IL
0001298615,6189,"RFMSI Series 2004-S7 Trust",MN
0001298616,6189,"GS MORT SEC CORP II COMMERCIAL MORT PS THR CERT SER 2004-GG2",NY
0001298626,6189,"RALI Series 2004-QS10 Trust",MN
0001298676,6189,"Wells Fargo Mortgage Backed Securities Series 2004-M",MD
0001298682,6189,"ALTERNATIVE LOAN TRUST 2004-15","  "
0001298710,6189,"CWABS Asset Backed Certificates Trust 2004-BC3",CA
0001298746,6189,"Washington Mutual MSC Mortgage Pass-Through Certificates, Series 2004-RA3",IL
0001298781,6189,"J.P. MORGAN MORTGAGE TRUST 2004-A4",NY
0001298782,6189,"STRUCTURED ASSET MORTGAGE INVESTMENTS II INC",NY
0001298787,6189,"STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 7",NY
0001298791,6189,"DAIMLERCHRYSLER AUTO TRUST 2004-B",MI
0001298792,6189,"CHEC LOAN TRUST 2004-1",CT
0001298793,6189,"Keycorp Student Loan Trust 2004-A",OH
0001298796,6189,"RASC Series 2004-KS7 Trust",MN
0001298853,6189,"RAMP Series 2004-RS7 Trust",MN
0001298854,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES MLCC 2004-HB1",NY
0001298922,6189,"Sequoia Mortgage Trust 2004-7",CA
0001298930,6189,"Wells Fargo Mortgage Backed Securities Series 2004-N Trust",MD
0001298931,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-HE5",NY
0001298934,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-WMC1",NY
0001299014,6189,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-AA3",TX
0001299015,6189,"HOME EQUITY MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-FFB",NY
0001299016,6189,"ALTERNATIVE LOAN TRUST 2004-20T1","  "
0001299017,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-NC6",NY
0001299018,6189,"Wells Fargo Mortgage Backed Securities Series 2004-8 Trust",MD
0001299034,6189,"MASTR ASSET BACKED SECURITIES TRUST 2004-FRE1",NY
0001299036,6189,"FIRST FRANKLIN MORTGAGE LOAN TRUST 2004-FF5",CT
0001299037,6189,"Saxon Asset Securities Trust 2004-2",VA
0001299066,6189,"IMH ASSETS CORP IMPAC CMB TRUST SERIES 2004-7",CA
0001299076,6189,"Banc of America Alternative Loan Trust Mortgage Pass-Through Certificates Series 2004-7",NC
0001299085,6189,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-ECC2",CA
0001299110,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-7",NC
0001299114,6189,"ABFC Asset-Backed Certificates, Series 2004-FF1",NC
0001299121,6189,"AMERIQUEST MORTGAGE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-R8",CA
0001299122,6189,"CHL MORTGAGE PASS-THROUGH TRUST 2004-16",CA
0001299134,6189,"Alternative Loan Trust 2004-18CB","  "
0001299136,6189,"MASTR Alternative Loan Trust 2004-7",NY
0001299137,6189,"GSAA HOME EQUITY TRUST 2004-6",NY
0001299145,6189,"CWMBS Mortgage Pass-Through Trust 2004-HYB4",CA
0001299206,6189,"ALTERNATIVE LOAN TRUST 2004-17CB","  "
0001299219,6189,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2004-HE6",NY
0001299222,6189,"CWMBS 2004-J6",CA
0001299229,6189,"Mortgage Pass-Through Certificates, Series 2004-J6","  "
0001299252,6189,"BEAR STEARNS ARM TRUST, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-6",NY
0001299253,6189,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2004-FR1",NY
0001299255,6189,"MASTR Asset Securitization Trust 2004-8",NY
0001299263,6189,"Structured Adjustable Rate Mortgage Loan Trust",NY
0001299264,6189,"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN RATE",NY
0001299269,6189,"STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 8",NY
0001299271,6189,"HARBORVIEW MORTGAGE LOAN TRUST 2004-6",MD
0001299272,6189,"CSFB MORTGAGE-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-AR7",NY
0001299273,6189,"Structured Asset Investment Loan Trust 2004-7",NY
0001299274,6189,"GS MORTGAGE SECURITIES CORP. GSAMP TRUST 2004-HE2",NY
0001299275,6189,"ACE Securities Corp Series 2004-RM1",NC
0001299276,6189,"GS Mortgage GSR Loan Trust 2004-8F",NY
0001299277,6189,"MASTR ASSET BACKED SECURITIES TRUST 2004-WMC2",NY
0001299278,6189,"Structured Asset Mortgage Investments II Trust 2004-AR4",NY
0001299279,6189,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-16XS",NY
0001299308,6189,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2004-AC4",NY
0001299347,6189,"GS Mortgage GSR Loan Trust 2004-9",NY
0001299349,6189,"CSFB Mortgage-Backed Pass-Through Certificates, Series 2004-4",NY
0001299353,6189,"PRIME MORTGAGE TRUST, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-1",NY
0001299354,6189,"GSAMP TRUST 2004-SD1",NY
0001299355,6189,"Morgan Stanley Capital I Trust 2004 IQ8",NY
0001299356,6189,"Structured Asset Investment Loan Trust 2004-BNC1",NY
0001299357,6189,"Morgan Stanley Mortgage Loan Trust 2004-6AR",NY
0001299358,6189,"HOMEBANC MORTGAGE TRUST 2004-1",NY
0001299359,6189,"MASTR Adjustable Rate Mortgages Trust 2004-7",NY
0001299377,6189,"STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 9",NY
0001299467,6189,"WFS Financial 2004-3 Owner Trust",CA
0001299481,6189,"J.P. Morgan Chase Commercial Mortgage Series 2004-LN2",MA
0001299482,6189,"CSFB MORT SEC CORP COMM MORT PAS THR CERTS 2004 C3",NY
0001299516,6189,"Credit Suisse First Boston Mortgage Securities Corp. Home Equity Asset Trust 2004-5",NY
0001299632,6189,"LB-UBS Commercial Mortgage Trust 2004-C6",NY
0001299769,6189,"Wachovia Bank Commercial Mortgage Trust Series 2004-C14",NC
0001299784,6189,"NEW CENTURY HOME EQUITY LOAN TRUST, SERIES 2004-A",CA
0001299835,6189,"RAAC Series 2004-SP2",MN
0001299847,6189,"STRATS SM TRUST FOR DAIMLERCHRYSLER NA HOLDING SECURITIES SERIES 2004-10",NC
0001299857,6189,"Irwin Home Equity Loan Trust 2004-1",NY
0001299957,6189,"PARK PLACE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-WCW1",CA
0001299958,6189,"SOUNDVIEW HOME LOAN TRUST 2004-1",CT
0001299970,6189,"FINANCE AMERICA MORTGAGE LOAN TRUST 2004-2",CT
0001299976,6189,"IndyMac INDX Mortgage Loan Trust 2004-AR5",CA
0001300052,6189,"Gracechurch Card Funding (No. 7) PLC","  "
0001300197,6189,"Nissan Auto Lease Trust 2004-A",CA
0001300342,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES 2004-FM1",NY
0001300362,6189,"NOMURA ASSET ACCEPTANCE CORPORATION, ALTERNATIVE LOAN TRUST, SERIES 2004-AR1",NY
0001300388,6189,"MERITAGE MORTGAGE LOAN TRUST 2004-2",CT
0001300492,6189,"PPLUS Trust Series LMG-3",NY
0001300608,6189,"Wells Fargo Mortgage Backed Securities Series 2004-Q Trust",MD
0001300625,6189,"Wells Fargo Mortgage Backed Securities Series 2004-P Trust",MD
0001300638,6189,"Asset Backed Funding Corp C-BASS Mortgage Loan Asset-Backed Certificates, Series 2004-CB5",NC
0001300670,6189,"GMACM Mortgage Pass-Through Certificates, Series 2004-J4",MN
0001300834,6189,"HOMESTAR MORTGAGE ACCEPTANCE CORP ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-4",NJ
0001300921,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-WMC2",NY
0001300994,6189,"Long Beach Mortgage Loan Trust 2004-5, Asset-Backed Certs., Series 2004-5",CA
0001301124,6189,"Morgan Stanley Capital I Trust 2004 IQ8",NY
0001301242,6189,"Harley-Davidson Motorcycle Trust 2004-3",NV
0001301258,6189,"WaMu Mortgage Pass-Through Certificates, Series 2004-CB3",IL
0001301259,6189,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR11",IL
0001301261,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-NC7",NY
0001301394,6189,"Wells Fargo Mortgage Backed Securities Series 2004-T Trust",MD
0001301414,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-HE6",NY
0001301417,6189,"CSFB Home Equity Pass-Through Certificates, Series 2004-FRE1",NY
0001301434,6189,"Household Mortgage Loan Trust 2004-HC1",IL
0001301448,6189,"SECURITIZED ASSET BACKED RECEIVABLES LLC TRUST 2004-NC2",NY
0001301458,6189,"Bayview Financial Sec Co LLC Mort Pas Thr Certs Ser 2004 C",FL
0001301495,6189,"Morgan Stanley ABS Capital I Inc CDC Mortgage Capital Trust 2004-HE3",NY
0001301550,6189,"Accredited Mortgage Loan Trust 2004-3",MD
0001301551,6189,"CDMC MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-4",NJ
0001301552,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-H",NC
0001301554,6189,"Banc of America Alternative Loan Trust Mortgage Pass-Through Certificates Series 2004-8",NC
0001301628,6189,"Deutsche Mortgage Securities Inc. Mortgage Loan Trust 2004-5","  "
0001301630,6189,"RAMP Series 2004-RS8 Trust",MN
0001301649,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES MLCC 2004-D",NY
0001301665,6189,"J.P. Morgan Mortgage Trust 2004-S1",NY
0001301679,6189,"RALI Series 2004-QS11 Trust",MN
0001301683,6189,"ABFC Asset-Backed Certificates, Series 2004-HE1",NC
0001301691,6189,"GS Mortgage GSR Loan Trust 2004-10F",NY
0001301694,6189,"GSR Mortgage Loan Trust 2004-11",NY
0001301748,6189,"Sequoia Mortgage Trust 2004-8",CA
0001301752,6189,"HOME EQUITY MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-4",NY
0001301753,6189,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-FA1",TX
0001301754,6189,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-AR5",TX
0001301762,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST MLMI SERIES 2004-A3",NY
0001301765,6189,"AmeriCredit Automobile Receivables Trust 2004-C-A",TX
0001301777,6189,"ALTERNATIVE LOAN TRUST 2004-22CB","  "
0001301778,6189,"CHL MORTGAGE PASS-THROUGH TRUST 2004-19",CA
0001301779,6189,"CHL MORTGAGE PASS-THROUGH TRUST 2004-18",CA
0001301781,6189,"CITIGROUP MORTGAGE LOAN TRUST INC SERIES 2004-NCM2","  "
0001301782,6189,"MERRILL LYNCH MORT INV INC MLMI Series 2004-A2",NY
0001301785,6189,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2004-FR2",NY
0001301790,6189,"RASC Series 2004-KS8 Trust",MN
0001301796,6189,"Wells Fargo Mortgage Backed Securities Series 2004-R Trust",MD
0001301797,6189,"Wells Fargo Mortgage Backed Securities Series 2004-S Trust",MD
0001301809,6189,"RALI Series 2004-QA3 Trust",MN
0001301821,6189,"CWMBS CHL Mortgage Pass-Through Trust 2004-HYB5",CA
0001301834,6189,"Morgan Stanley Mortgage Loan Trust 2004-7AR",NY
0001301841,6189,"Hyundai Auto Receivables Trust 2004-A",CA
0001301842,6189,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2004-HE7",NY
0001301890,6189,"DSLA Mortgage Loan Trust 2004-AR1",MD
0001301894,6189,"BEAR STEARNS ARM TRUST, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-7",NY
0001301922,6189,"Structured Asset Investment Loan Trust 2004-8",NY
0001301923,6189,"First Franklin Mortgage Loan Trust 2004-FF7",NY
0001301924,6189,"IndyMac MBS, Inc. Residential Asset Securitization Trust 2004-A7",CA
0001301925,6189,"CSFB MORTGAGE-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-AR8",NY
0001301926,6189,"CHL Mortgage Pass-Through Trust 2004-20",CA
0001301927,6189,"Banc of America Funding Corp. Mortgage Pass-Through Certificates Series 2004-2",MD
0001301928,6189,"Banc of America Funding Corp. Mortgage Pass-Through Certificates Series 2004-A",MD
0001301937,6189,"ACE Securities Corp Series 2004-FM2",NC
0001301963,6189,"IndyMac RAST 2004-R2",CA
0001301983,6189,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-15",NY
0001301997,6189,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-17XS",NY
0001302012,6189,"AMERIQUEST MORTGAGE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-R9",CA
0001302015,6189,"Structured Asset Mortgage Investments II Series 2004-AR5",NY
0001302021,6189,"Morgan Stanley Mortgage Loan Trust 2004-4",NY
0001302031,6189,"PEOPLES CHOICE HOME LOAN SECURITIES TRUST SERIES 2004-2",CA
0001302032,6189,"GS Mortgage GSAMP Trust 2004-AR2",NY
0001302040,6189,"GS Mortgage GSAA Home Eq. Trust 2004-7",NY
0001302041,6189,"MASTR Adjustable Rate Mortgage Trust 2004-8",NY
0001302043,6189,"Structured Adjustable Rate Mortgage Loan Trust",NY
0001302044,6189,"AEGIS ASSET BACKED SECURITIES TRUST Mortgage Pass-Through Certificates, Series 2004-4","  "
0001302046,6189,"Structured Adjustable Rate Mortgage Loan Trust",NY
0001302047,6189,"MASTR Alternative Loan Trust 2004-9",NY
0001302049,6189,"Fremont Home Loan Trust 2004-C",CA
0001302068,6189,"INDYMAC INDX MORTGAGE LOAN TRUST 2004-AR7",CA
0001302078,6189,"CWMBS CHL Mortgage Pass-Through Trust 2004-J7",CA
0001302115,6189,"CITIGROUP MORTGAGE LOAN TRUST INC SERIES 2004-OPT1","  "
0001302120,6189,"Alternative Loan Trust 2004-J8","  "
0001302125,6189,"STRATS SM TRUST FOR MORGAN STANLEY SECURITIES, SERIES 2004-11",NC
0001302130,6189,"IMPAC SECURED ASSETS CORP MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-3",CA
0001302182,6189,"MASTR Asset Securitization Trust 2004-9",NY
0001302185,6189,"STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 10",NY
0001302186,6189,"MASTR Alternative Loan Trust 2004-8",NY
0001302187,6189,"Asset Backed Pass-Through Certificates, Series 2004-HE6",NY
0001302188,6189,"IndyMac INDX Mortgage Loan Trust 2004-AR6",CA
0001302189,6189,"Credit Suisse First Boston Mortgage Securities Corp. Home Equity Asset Trust 2004-6",NY
0001302190,6189,"Alternative Loan Trust 2004-J7","  "
0001302300,6189,"Bear Stearns Asset Backed Securities Trust 2004-SD3",NY
0001302435,6189,"NovaStar Mortgage Funding Trust, Series 2004-3",KS
0001302436,6189,"MORGAN STANLEY AUTO LOAN TRUST 2004-HB2",NY
0001302492,6189,"Long Beach Mortgage Loan Trust 2004-4, Asset-Backed Certs., Series 2004-4",CA
0001302494,6189,"GreenPoint Home Equity Loan Trust 2004-4","  "
0001302518,6189,"CSFB MORTGAGE-BACKED TRUST SERIES 2004-5",NY
0001302552,6189,"Park Place Securities, Inc., Asset-Backed Pass-Through Certificates, Series 2004-WHQ1",CA
0001302571,6189,"Wachovia Auto Owner Trust 2004-B",NC
0001302582,6189,"ME Portfolio Management SMHL Global Fund No. 7",C3
0001302636,6189,"ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-W10",CA
0001302637,6189,"MERRILL LYNCH MORTGAGE INVESTORS INC C-BASS 2004-CB6 TRUST",NY
0001302755,6189,"Morgan Stanley ABS Capital I Inc. Trust 2004-HE7",NY
0001302756,6189,"Merrill Lynch Mortgage Trust 2004-KEY2",NY
0001302768,6189,"FREMONT HOME LOAN TRUST 2004-2",CT
0001302832,6189,"CITIGROUP MORTGAGE LOAN TRUST INC CARRINGTON MORTGAGE LOAN TRUST, SERIES 2004-NC2","  "
0001302833,6189,"Hartford Life Global Funding Trust 2004-001",DE
0001302867,6189,"Crusade Management Global Trust No. 2 of 2004","  "
0001302869,6189,"Nissan Auto Receivables 2004-C Owner Trust",CA
0001302870,6189,"STRATS SM TRUST FOR MORGAN STANLEY SECURITIES, SERIES 2004-12",NC
0001302959,6189,"CNH Equipment Trust 2004-A",IL
0001303017,6189,"SUPERIOR WHOLESALE INVENTORY FINANCING TRUST X",DE
0001303018,6189,"FINANCIAL ASSET SECURITIES CORP FIRST FRANKLIN MORTGAGE LOAN TRUST 2004-FFH3",CT
0001303023,6189,"Volkswagen Auto Lease Trust 2004-A",MI
0001303122,6189,"Park Place Securities, Inc., Asset-Backed Pass-Through Certificates, Series 2004-WCW2",CA
0001303197,6189,"Arran Funding LTD",XX
0001303328,6189,"Park Place Securities, Inc. Asset-Backed Pass-Through Certificates, Series 2004-MCW1",CA
0001303520,6189,"Permanent Financing (No. 6) PLC",X0
0001303633,6189,"AMERIQUEST MORTGAGE SECURITIES INC. ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-IA1",CA
0001303799,6189,"Centex Home Equity Loan Trust 2004-D",TX
0001303842,6189,"UPFC Auto Receivables Trust 2004-A",NC
0001303843,6189,"INDYMAC INDX MORTGAGE LOAN TRUST 2004-AR8",CA
0001303844,6189,"Onyx Acceptance Owner Trust 2004-C",CA
0001303846,6189,"Banc of America Commercial Mort. Pass through Certificate Series 2004-4",NC
0001303871,6189,"New Century Mortgage Securities LLC",CA
0001303951,6189,"Securitized Asset Back Receivables LLC Trust 2004-OP2",NY
0001303970,6189,"Origen Manufactured Housing Contract Trust 2004-B",MI
0001303974,6189,"MERRILL LYNCH MORTGAGE INVESTORS TRUST SERIES MLCC 2004-E",NY
0001303985,6189,"Ace Securities Corp Series HE2",NC
0001304127,6189,"Home Equity Loan Trust 2004-HS3",MN
0001304175,6189,"GSAA HOME EQUITY TRUST 2004-8",NY
0001304200,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-I",NC
0001304243,6189,"Wells Fargo Mortgage Backed Securities Series 2004-U Trust",MD
0001304267,6189,"RFMSII 2004-HI3",MN
0001304355,6189,"RAMP Series 2004-RZ3 Trust",MN
0001304356,6189,"RASC Series 2004-KS9 Trust",MN
0001304362,6189,"National RMBS Trust 2004-1",FL
0001304414,6189,"CDMC MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-5",NJ
0001304415,6189,"RALI Series 2004-QS13 Trust",MN
0001304423,6189,"Popular ABS Inc Mortgage Pass-Through Certificates Series 2004-4",DE
0001304424,6189,"RAMP Series 2004-SL3 Trust",MN
0001304425,6189,"RAMP Series 2004-RS9 Trust",MN
0001304428,6189,"Capital One Auto Finance Trust 2004-B",VA
0001304432,6189,"Banc of America Alternative Loan Trust Mortgage Pass-Through Certificates Series 2004-9",NC
0001304458,6189,"Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-8",NC
0001304466,6189,"Bear Stearns Commercial Mortgage Securities Trust 2004-PWR5",NY
0001304467,6189,"CarMax Auto Owner Trust 2004-2",VA
0001304477,6189,"RALI Series 2004-QS12 Trust",MN
0001304478,6189,"RAMP Series 2004-RZ3 Trust",MN
0001304537,6189,"Morgan Stanley Capital I Trust 2004 HQ4",NY
0001304551,6189,"Wells Fargo Mortgage Backed Securities Series 2004-V Trust",MD
0001304568,6189,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-8",CA
0001304570,6189,"Securitized Asset Back Receivables LLC Trust 2004-DO2",NY
0001304576,6189,"Terwin Mortgage Trust, Series 2004-11HE",NY
0001304596,6189,"RALI SERIES 2004-QA4 TRUST",MN
0001304600,6189,"CSFB ADJUSTABLE RATE MORTGAGE TRUST 2004-1",NY
0001304644,6189,"CHL MORTGAGE PASS-THROUGH TRUST 2004-23",CA
0001304645,6189,"SEQUOIA MORTGAGE TRUST 2004-9",CA
0001304646,6189,"Wells Fargo Home Equity Asset-Backed Securities 2004-2 Trust",MD
0001304647,6189,"RFMSI Series 2004-S8 Trust",MN
0001304648,6189,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-7",CA
0001304701,6189,"Thornburg Mortgage Securities Trust 2004-3",NY
0001304702,6189,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-AA4",TX
0001304703,6189,"First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-6",TX
0001304704,6189,"CWMBS INC CHL Mortgatge Pass Through Trust HYB6",CA
0001304705,6189,"FNBA Mortgage Loan Trust 2004 AR1",MD
0001304707,6189,"STRATS SM FOR JPMORGAN CHASE & CO SEC SERIES 2004-13",NC
0001304708,6189,"CHL MORTGAGE PASS-THROUGH TRUST 2004-22",CA
0001304709,6189,"Morgan Stanley Mortgage Loan Trust 2004-8AR",NY
0001304710,6189,"MASTR Asset Backed Securities Trust 2004-HE1",NY
0001304744,6189,"IndyMac Home Equity Loan Trust 2004-2",CA
0001304745,6189,"IndyMac RAST 2004-A8",CA
0001304795,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-O",CA
0001304796,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-N",CA
0001304798,6189,"BEAR STEARNS ASSET BACKED SECURITIES I TRUST 2004-HE8",NY
0001304804,6189,"NOMURA ASSET ACCEPTANCE CORPORATION, ALTERNATIVE LOAN TRUST, SERIES 2004-AR2",NY
0001304805,6189,"MASTR Adjustable Rate Mortgages Trust 2004-9",NY
0001304806,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-I",CA
0001304811,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-M",CA
0001304814,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-L",CA
0001304816,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-K",CA
0001304818,6189,"MASTR Adjustable Rate Mortgages Trust 2004-10",NY
0001304819,6189,"CWABS Revolving Home Equity Loan Trust, Series 2004-J",CA
0001304821,6189,"Renaissance Home Equity Loan Trust 2004-3",NY
0001304822,6189,"BEAR STEARNS ARM TRUST, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-8",NY
0001304830,6189,"CHL Mortgage Pass-Through Trust 2004-21",CA
0001304831,6189,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-9",CA
0001304832,6189,"ALTERNATIVE LOAN TRUST 2004-24CB","  "
0001304834,6189,"CWALT, Inc. Alternative Loan Trust 2004-J10","  "
0001304835,6189,"Structured Asset Mortgage Investments II Trust 2004-AR6",NY
0001304836,6189,"IndyMac Home Equity Loan Trust 2004-2",NY
0001304837,6189,"MASTR Alternative Loan Trust 2004-10",NY
0001304838,6189,"NEW CENTURY HOME EQUITY LOAN TRUST, SERIES 2004-3",CA
0001304839,6189,"INDYMAC INDEX MORTGAGE LOAN TRUST 2004-AR10",CA
0001304840,6189,"IndyMac ABS, Inc., Home Equity Mortgage Loan Asset Backed Trust, SPMD 2004-B",CA
